sipalinggg maennya jago ajaa luuu bangg	positive
komposisi starting line babak bagus permainan cair umpan sayap kiri kanan ok mobile banget hidup pas babak parah pergantian pemain sayap hidup umpan matang karna tengahnya berfungsi klock kambuaya bingung umpan kesiapa bikin serangan klock parah banget menguasai mobile bola direbut lawan karna telat ngopernya ngoper bola bagus tanggung overall starting line babak pertamadaripada semenjak digantikan intinya evaluasi pemain diindonesia pemain bagus ambil pemain becus ngoper bola mending belajar ngoper bola	positive
sandy asnw	positive
sebenernya goal irak offside	negative
ofsidee ituu tadii	negative
gwenchana gwenchana menit	positive
wasit ny	negative
bingung	negative
seperkian detik fokus	neutral
berharap indonesia menang udah bener aff	positive
var good ofsite	positive
inst ejaanmu lo salah	negative
seengga mempermalukan bangsa berkomentar etika pendidikan minimal serendah	negative
lihat ambil bola wajar umurnya muda mateng lawan brunei bro keep strong	negative
bubarkan timnas indonesia match uji coba udah kali main gtu dibiayai negara kalah pelatih bayaran mahal hadeh	negative
wasit kesentuh ajukan protes	negative
klok blunder struick egois	negative
tidur besok sekolah temen temen	negative
wasitnya diserang parah offside cuk	negative
bagus bagus	positive
offside anjerrrrrrrrrr wasit tolol	negative
kebanyakan buangpeluang mulu	negative
asyari salah mulu rafael	negative
yel yel garuda indonesia	neutral
bermain terbuka menyerang ayolahhhh	negative
maksimalkan babak sob ayo	positive
next lawan vietnam bek biar goal	neutral
coash online silahkan berkomentar	neutral
mack klok ripuh	negative
offsidee goal irak	neutral
cek var banget ajg offside gtu	neutral
semangat garuda	positive
bener main sentuhan ehh long ball long ball huuffttt	positive
apk edit poto biar bergaris pakai apk ngab	neutral
cek profilll	neutral
heran tambahan menit peluit tiup menit	neutral
yakob topp mainnya kayaknya lawan jepang auto bantai kalo gini mainnya	neutral
lord blunder terusssss	negative
bek sayap banget next pattynama sandy starter	positive
terjajah korea	negative
usia muda muda harapan timnas dimasa	neutral
f diajak jalan eropa mknya pinter main bola pinter ngetik ngehujat timnas sdr	positive
ayooo rapat mainnya nih menang ayo	positive
riski ridho posisinya ganti hubnergacocok ridho elkan	neutral
bek mu keselll ganti	negative
tapikan rafael ganteng	positive
sturick ganti egois bet	negative
rafael asnawi	neutral
ijonk manusia sok jago muka bumi	negative
babak bismillah comeback gasss blunder	negative
lumayan bujanginam kacau	negative
asnawi ndagel	negative
nntn bola smpe dl coach online bru komentar pertandingan blm mnt pas komen udah main marah waeee masbrooo	negative
struick aduuuh yok bisaaaaa	positive
suport bang buli kasian muda	negative
main panikan	positive
pemain indonesia kalo udah lini pertahanan sndiri langsung hilang fokus alhasil kebobolan deh	negative
komentator terdengar menyepelekan pemain naturalisasi yagasih	negative
dimas drajad striker murni naluri pemburu goal banding rafael struijk notabene second striker si rafael muda visi striker tunggal	neutral
timnasbisa mrnang	neutral
haikal bang bnyk naturalisasi pemain bertahan eh pemain posisi bikin timnas hancur	negative
naturalisasi udah pelatih bagus udah tc jga nunggu	positive
bagus mainnya semangat garudaku	positive
arhan lambat lepas mulu lawan ganti	negative
asnawi modal ngotot intelektual nol	negative
witan masuk kocar kacir sebelah kanan	neutral
kebumen offside ngumpan posisinya dibelakang bek kayak menerima umpan	negative
mending fachrudin aryanto deh deffendernya asli beliau dipake sosok kapten	neutral
rafael ganti mainnya egois	negative
ngegolin wkwkwkwk	negative
offside goal	negative
bang bangga ngeri si uda berusahakita uda ber kembang	positive
stop hujat timnas saudara semangat garuda	neutral
ngapain klok dipasang hadeh	negative
pertahanan masi grasak grusuk	negative
info scor nonton masi diperjalana	neutral
jordi jordi	negative
komen trs	positive
kecewa hasil bang komentar ngerendahin bang motivasi pemain bang next game	negative
wasit wasit dalem negri lawakkk	negative
ampunn arhann kacauu	negative
sabarr	positive
berat lawan irak bedah permainan iran kuatkuat pemainnya timnas indonesia kalah body	neutral
aaa kasiaannnn aaa	positive
prediksi point indonesia jepang point iraq point vietnam point indonesia point	neutral
belajar passing moment krusial salah passing tai	neutral
pengacau	negative
tabrak	positive
sayuri gacor	positive
komentatornya ganti asli	neutral
jordi yanto basna	neutral
lihat	positive
mainkan sandy walsh woyy pelatih posisi tertinggal mainkan witan kont	neutral
kecewa berat cok	negative
minnn selebrasi lino	neutral
goal ofsaid si nyudul pemain	negative
fuckkkk	positive
offside cok	negative
setia sip si main bola ngerti main bola alah bang sok banget orng	negative
main egois njirr nendang letoy bangett	negative
seneng sebentar doang	negative
panggil sty jgan	neutral
offside ituuuu woiii	negative
iqbal kritik membangun hate contoh asnawi nyaranin fokus ningkatin performa balesin netizen komen bales suhu kuh goblok pemainnya pelatih disitu sandy wals dibawa kemanapun tetep wals diatas asnawi kenyataannya anak emas anak emas anak emasnya goblok	negative
kalo megang bola kebanyakn gocek	negative
gurl akun fake gajelaaaasssss jelas² mainnya egois dibela dihhh najissss	negative
gas seerbu instagram	neutral
bek dobol	neutral
arhan beban tim mending edo jam main bola kebanyakan liburan jepang	neutral
rafael ganti dimas drajat ajaaaaaa	neutral
timnas vs timnas senior iraq harap maklum timnas pemain muda bangga timnas cerah	positive
kalo lihat tayangan ulang offside	neutral
sekelas ketum bilang kalo piala asia senior pemain untung belajar berlaga gelaran piala asia pecinta sepakbola support support menang kalah rame ngehujat	positive
e rela timnas kasih fasilitas mewah pakai pajak bayar pemilahan pemainnya bapuk rafeal	neutral
grow si layak	negative
offside	negative
goal bolanya kena rambut nyundul offside	negative
e setuju	positive
komplain offside	negative
rafael rapel	neutral
gregetttttt allah bisaaaaa	positive
matalu asnawi jordi noh	negative
yp lemes bang	negative
bek hancur	negative
finishing bodi	neutral
goal goal vini jr final champions vs liverpool anyink	neutral
sekelas sandy walsh masuk menit lawak emang sty ganti pelatih eropa	neutral
selamat	positive
main mending drpd kritik tai	negative
putra hambub mainkan bang kanjago mahbub	neutral
pemain butuh support kecewa sebatasnya lawak banget lihat komenan netizen sok taru banget bola keep stronger timnas	negative
tinggal pemain nih ok defense kemajuan signifikan okay tinggal matengin	neutral
nzl kayak kebingungan engk bang	negative
sampek batesin komentar	negative
haha	positive
setia pikiran sty striker asli sananta ngapa starter pdhal bagus badan cocok duel finishing jga mantep	positive
main kaya lawan jepang udah tandain nih admin coment dijadiin content	negative
offside si	negative
leg percaya	neutral
nitip	negative
keep enthusiasm national team	neutral
klok witan jordi asisten wasit goblok	neutral
amplop tebel	negative
timnas irak sebenernya bagus mainnyamenang duel udara jago guling jago mancing emosi	positive
indonesia lolos	neutral
wasit mata kayu	negative
omong takutnya ulti hattrick lino	negative
elu pengangguran	negative
lo bacod	negative
kalah jadikan pengalaman latihan keras ayo garuda	neutral
bilang bener grasak grusuk kaya gavi	negative
f nggak suka nontonkasian munafik namanya kalo nggak suka nonton	negative
goal iraq abnormal ofset ayo netizen ofset biar complain	negative
shayne sandy sananta	neutral
bisa² tidur	negative
spil instagram wasit ny	negative
gaada sentuhan bang pemain sah onside	neutral
efektif coba bek sayap mainkan arhan asnawi percaya starter shayne sandy sandy kualitas dikasih main dikit banget sty miskin taktik mainkan ganti pemain	neutral
serang akun asiacup	neutral
f bacot jijik liatnya	negative
plis lahhh goal pemain bengong seperkian detik banget lihat momen gini dilaga timnas detik ngaruh plis lahh tolong penasaran hokky rafael istirahat kuatin badan evaluasi gimana biar ilang gorengnya marsel pliss laa kambuaya cocok kalo lawan musuh mainnya agresif tempo marc klok sorry kali effort banget bawa rumah	negative
sty si starter goal gampang banget dilewati heran sandy bagus sandy masuk super sub menit visinya defensenya oke mudah dilewati sty dievaluasi sandy pilih asnawi si klok kayak anak passing kontrol bolanya bener tingkat tarkam kambuaya haduhhhh	positive
nggak ngedukung pas kalah nggak ngerayain pas menang keep enthusiasm future evaluations	positive
silahkan silahturahmi terputus	neutral
asnawi ganti sandy	negative
ofside	positive
nyari pemain naturalisasi ko nanggung keturunan indonesia klau nyari pemain naturalisasi berkelas kanca sepak bola dunia pemain naturalisasi lokal mah populasi warga indonesia ajaa goblok sty pemain timnas kaya gapunya strategi banget jaman luis mia isu isu naturalisasi pemain timnas pegang luia mia masi enak permainan nyaa	positive
var ngecek posisi proses goal utk kejadian kali official coach bantu sty wasit cadangan pemain ragu angkat tangan emang masuk posisi offside fokus babak utk bikin imbang hasil akhirnyam semoga semesta mendukung utk	neutral
rafael dah	negative
asnawi gampang lewatin	negative
bener bang percayalah cetak goal pemain timnas muda stamina kuat irak tuatua stamina kedodoran	positive
terimakasih berjuang skuad garuda next semoga meraih kemenangan	positive
setiana gantiin ente main	neutral
greget rafael suka gocek² umpan teman	positive
coba fans rafael struick puja puji menurun performa	neutral
pratama sumpah kalo si sananta kuat main menit si struick jadii camat timnas	neutral
sabar bang	positive
selasa suram mah	negative
jumping headerada touch ujung kaki pemain iranjelas offside	neutral
pecat sty	negative
komen tertolol	negative
syahrizon berusaha update story followers langganan baang mah nilai struick segi lini baggot dll bagus sayuri gendong² parah udah beuhhh sang maestro ivar jenerr duet hubnrt cuman stiker struick jauhhhhhhhhh banget mateng jadiin striker level asiaaa serius deh	positive
kiri lumayan bang kali arhan matahin peluang pemain irak kali arhan ngeblok bola crossing pemain irak keliatan rapuh posisi asnawi asnawi kali kehilangan bola passing nyampe blok lawan kali asnawi kepleset asnawi permainan ngotot	negative
posisi kayak asnawi mudah terlewati	neutral
da harapan	positive
bayar rb td	neutral
believe	positive
percaya proyeksi piala asia umur smua skuad smga tmnas bsa mnglahkan vietnam timnas menang tipi sandypattynamasananta main	neutral
ntah pertahanan oleng semuaa	negative
iqbal pingin ladenin ae hate comen mrekaamasa gamau lihat dlu smpe habis ngehujatdikira gampang	negative
taktiknya bagus tinggal passing	positive
sundulan kagak kena cuy offside	negative
info instagram wasit	neutral
babak lumayan ok babak blunder sty witan masukin marsellino ganti	neutral
rafael ganti	neutral
elu suruh main ngos ngosngosan ngab	negative
bawa bench	neutral
riset game play dah progres minus suka bikin kesalahan fatal	negative
congrat matamu cokk	negative
main bang eluemg segampang	positive
asnawi dfend	positive
udah	negative
rafael	positive
timnas selebgram fc	neutral
reno heleh berlindung kritik pahami dl gmn kritik disertai saran coach online	neutral
main gampang pemain bola gblok	neutral
rafael	positive
sananta hokky warming jordi biar diisi hubner klok masuk	neutral
lahh afc kayak aff cek var var cuek wkwkwk offside biarin aja	negative
kunciin nomer	neutral
nalar	negative
marsel ngescore awokwok	negative
komen tolol score mrubah jalan prtandingan tlol banget	negative
masuknya witan merubah ditambah klok kambuaya buyar	neutral
bangga permainan indonesia wlaupun kalah apresiasi kpda pemain coach sty indonesia skrang dlu berbeda dlu mengandalkan kebanyakan long ball skrng kaki kaki keren si minusnya staminan stamina dah bagus indonesia masuk piala dunia	positive
capeeeek kali nonton ajg	positive
sdh senang sdh imbang eh tmbah degkan	positive
kualitas liga keliatan bangett	positive
suwandy ayok silaturahmi kesini manteman	neutral
semngat timnas apapun hasinya	negative
habis pikir sty sandy klub starter timnas indonesia cadangan hadeeeeeeh	negative
adinda coba jelasin pergerakan gimana pola main timnas babak keseringan delay hilang bola lihat rafael dapetin bola muter visi buang momen begaya sok ngerti sepak bola ngerti	negative
bikin kecewa wasit indonesia main aneh	negative
kalo kalah pulang malu maluin tim naturalisasi gimana ko dieumingett lokas bnyak masuk timnas	negative
ardty ngerii lak	negative
wingback ganti smua	neutral
mental indomie	neutral
meng anak emaskan asnawi mainya buruk bek eropa ko cadangan	negative
gatauu var kagaa cokk	neutral
menunggu komentar	positive
wasit parah cokz var wasit dr thailand cek var	neutral
lmnfds bro offside gmna	neutral
bro mending rafael emamg ujung tombak positioningnya bagus dibanding dimas	positive
cok modal ganteng doang idol idolain heran netizen indonesia	positive
fathony udah seneng bat ofside bangkeee	positive
perangkat pertandingan indonesia vs irak wu ilgiz tantashev aw andrey tsapenko aw timur gaynullin wvar salman ahmad falahi awvar sivakorn puudom th sadullo gulmurodi	neutral
okay gapapa semangat indonesia	negative
sty menang lawan german pas germany bapuk	neutral
sty ambil keputusan pemain sdah diganti digantii ambil keputusan ganti pemain salah ok next game semangat	neutral
makassar kalah produk	negative
lini ivar marcklok marselino	neutral
harapancome garuda	positive
hrsnya ridho elkan justin	neutral
janah menang	positive
wasit pekok	negative
kebanyakan pemain naturalisasi main gkbagus dribbling bola ntah kayak mna beli mantan couch timnas north korea piala dunia	negative
wkkw	positive
beban	negative
masuknya marc klok bikin amburadul	negative
raja menyimpan video porno mengeluarkan statement	neutral
seandainya pemain ancuran udah ngimbangin iraq emg dasar kualitas pemain parah	negative
offide engga cek monitor kamera offside	neutral
ayo garuda ayo main berani lagii	positive
kekalahan kekalahan kegagalan kegagalan sesederhana focus vietnam january garuda dadaku forza indonesia	neutral
isann cek teros bwang	neutral
asli ngerti masukkan pemain titipan smj naturalisasi mainkan sungguh sandy wals bagus bangku cadangan heran	positive
posisi asnawi gampang tembus plis kse kesempatan sandy	neutral
wkkw lngsng matiin tv trs tdr tkt nyakitin tontonin trs	negative
loba teing mikir ah maena	negative
arhan bloking crossing	neutral
offside	negative
komentator bilang offside aneh allah var	negative
asnawiarhan sandy	neutral
bener ka sedih baca komenan berjuang	negative
ardiansyah kongkong urunan ae sak indonesia ewu gawe ngerecrut bang dodo ae piye om agendakan	neutral
ferdinand gda gregetan	neutral
gc tul gx pakai striker murni sananta dimas drajad maenkan umpan silang dr arhan gx nyambut trs td	neutral
offside iraq posisi banget	positive
tinggal nunggu farewell mah sty	neutral
beranggapan offiside mas mas bilang tiduran doang nyentuh bola offside noh lihat goal dianggap	negative
ngk ngapain	negative
rugi tuku var	positive
wkkwkwkwkwwkwkwkwkwkwkwkkw	positive
stater main bagus main kdua berjuang skuad tenaga membela garuda dada	positive
outasnawi sandy wals	neutral
offside	negative
wita tai	neutral
kalah pergantian mnt	neutral
vhee var dog	neutral
asnawi loba teuing gotak getok ey	neutral
wes karepmu menang	positive
bales pakai makian bro nemu	negative
msinulingga yoojaehoon tolong ajuin protes fifa afc proses goal iraq sempet offside sundul pemain iraq	neutral
nama instagram wasit silaturahmi	neutral
bilang mending mainkan sandy asnawi asnawi cocok winger kalo bek grasak grusuk goal gegara doang anying ngapain coba lompat segampang tipu hadehhh hadehh	negative
reno nntn bola smpe coach online komen blm menit pertandingan eh udah protes waeee masbroo	negative
var emang dipake lol	positive
keep spirit rafa team dont listen whats said social media	neutral
rapael stuikkkkk kntlllllll niat maenn bgsatttt	positive
struick ganti sananta berani anjirr	neutral
ok timnas garuda semangat tanks berjuang keras bias	positive
strikernya astagfirullah	negative
sady wals main	negative
wqwq gatau dah gwahh	neutral
tolong asnawi diganti sandy lihat permainan timnas lari larian kesana kemari lini bapuk yakop winger marselino striker rafael jarak shoot tendangannya terarah marsel okay kali sananta	neutral
mending upload admin isinya hujatan	negative
babak live	negative
aaaaa kasian aaaa	negative
cok wasitnya offside	negative
linkstream	positive
ofsidee goal iraq	neutral
najis bacot	negative
gunanya var	positive
score applause sayuri terbaik match	positive
si ntahlah	negative
toooo looooo lllll	positive
sty outtt	negative
japan menurunkan tim utamanya timnas indonesia menutup ruang tembak bola liar kanan kiri japan laga memiliki kesempatan poin struick dipasang sbg striker larinya berat sananta diganti dimas babak	neutral
asli	neutral
bener bngtt dahhh	positive
cok goal iran ofside mari cari instagram wasitnya serang haha	negative
ngerti bola lon	neutral
bawa bola pasif gerakannya	neutral
mental kena mental duhhh	negative
full squad aja keturunan admin	neutral
hate please semangatt guysslanjutkan	positive
f si bayar pajak cokk	neutral
bener bang kasian atlet keganggu fokus gara hujatan	negative
wasit	negative
ayooo semangattt babak menang balasnyaaa optimiss	positive
sii ofside offside duluam pluid tiup gmna	neutral
sabar babak nih	positive
pegang bola panikan	neutral
grasak grusuk toook	positive
bangkit	negative
timnas berjuang lapangan ehh nitizen bangsa indonesia berjuang mencari kesalahan pemain	neutral
linoi maksudnya kesundul kaki pemain timnas kalo jdi offside ntah	negative
tolong coach bagus sty cuman fisik sma lokal player main simple gocak gocek afc aff	negative
indonesia smj timnas pemain titipan memenangi apapun kompetisi	neutral
bingung ambil keputusan	negative
babak yukk	negative
jy bang ingetin jordy ilang blunder	negative
wailah lupa bang kualif asisst kl kritik membangun mah ngehujat namanya fans timnas ko hmm karbitan ye	negative
bang	positive
emg sty langsung ganti struick pergantian slaah masukin witanancur babak	negative
bilangin bola langsung umpan dikurung rebut bola jngn kejar hadang	neutral
offside coo	negative
angkat koper	neutral
head boyson next	negative
offsideasnawi kalo tarik tw	negative
rapael lari lari gajelas	negative
pahl tiimns indonesia bagus mainya perubahan coba lihat tetangga kalah hujatan	positive
egois parah bocah pembawa sial lini	negative
bjirr	negative
marss salah emang mainnya pokus	negative
aaaaaaa kalahhhh aaaaaaaaa	negative
cari kesalahan pemain var lihat tah wasitnya picek dah ofside dirugikan tolol	negative
witan payah ngapain panggil	negative
even australian commentators said clear offside	neutral
jujur lihat sakit hati gmna secinta timnas indonesia	negative
ati ati bang diserang cegil rafael ngandelin muka	negative
trimakasih garudaku berjuang semoga pertandingan go go go	positive
semangat latihannya squad garuda	positive
rafael ezra walian letoy mending ezra cetak goal wkw	neutral
rafael bocil dimainin banget	positive
maksudnya jordi tenang	neutral
keren berjuang bangsa negara	positive
sayuri permainan malam kelaszz	neutral
bagus apanya main egois letoy banget nendang bola	negative
priwit tinggal nunggu detik	neutral
umpan cantik umpan tergolong mudah dr sayuri	positive
offside anjirr	neutral
main bagus cuman menit gantiin dlu asnawi performa terbaik yasuri diganti coach	positive
arhan bgs bgtt ngeblok tendangan lawan semangat han	positive
sporter kardus	neutral
mending var kasih liga ksh var ngerti makenya pas pildun var bagus ko beda pas afc	positive
haha tlol main lemes orang teler blunder babak lawak	negative
sandy wals asnawi	positive
setia bingung ge struick cocok gelandang serang duet marselino pergerakan emang bagus posisi striker big	positive
mainnya egois	negative
percaya indonesia inii	positive
gempur malam dg kualitas main vietnam	positive
kaya ngerti bola	positive
pliss kalo bola udeh dibelakang langsung buang	negative
ngapain anjgg	positive
bocah emg berguna mending ganti si	negative
suka gaya	positive
tinggal buang bolanya grusak grusuk kotak pinalti	negative
ayo man expect dg striker udahlah kasih semangat agresif dg pressingnya jarang bikin high turn	positive
lha goal jls offside	negative
ball position	positive
kabiasaan nga ganti pemain ker garacor	negative
pemanasan	positive
sayuri vs everybody	negative
semangat indonesia kalah var permainanmin bilang sty suruh stikerrr stikernya haus goal	negative
pertandingan lihat optimis piala asia bicara tunggu qatar part pas	neutral
bismillah babak	positive
awowkwkwkkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwkwk kecewa struick	negative
pdhl tinggal buang td biar kebobolan tolol emng	negative
asnawi keren	positive
nomer gantinen koyo untul bawang	neutral
btw struick main menahan jempol menghujat percaya gakan ehh piala asiaaa ajaaa perubahan	negative
temen pecinta timnas mohon lihat timnas gmn kta berharap udah hasil bagus pemain kta krna emg pemain kta termuda mines jam terbang disamain sm irak pemainnya udah matang plis klian emg timnas berkembang aktif disosial media nyerang instagram pemain norak	positive
asnawi heran sty	negative
tidur bang	positive
posisi keputusan var	neutral
dah var	neutral
golin	positive
rafael kocakkk	positive
prediksi skor win indonesia amin allah	positive
onside anjg	positive
terimakasih timnas indonesia berjuang bek tolong ganti	neutral
kalok goal turnamen setingan anj	neutral
bang ngasih semangat ngehujat main bola bsa ngehujat serba	positive
goal offside	negative
woyyyyy ganti woyyy beban astagaaaa	negative
bp nahh ituu kalo offside lumayan	neutral
imbang lawan jepang bermimpi amin	neutral
kembalikan lord dedik drogba	neutral
dark system var	neutral
luweh njenengan mas	neutral
h beda rafael mah	neutral
mari kasih semangat stop hate coment	positive
ajukan protes goal offside	negative
asmawi ganti babak grasak rusuk maennya	neutral
lawan iraq gini gimana lawan jepan	negative
yakob	positive
sturik ganti main gocek gocek sok jago	negative
offside pergerakan pas kena ernando bola	neutral
yokk bisaaa balikin press semangat yoo garuda	positive
klok ampun	negative
waras	positive
asnawi ngacok	negative
lord dedek berulah sadil coret bingung	negative
nama konoha bang	neutral
oh komentator keren pelatih online	positive
lho lho lho hapus komenan pakai instagram pakai akun kelompok kocak neng	negative
sintaeyong goblok	negative
goal udah nangis pdhal terharuuu semangattt guysss balasss	positive
asnawi sandy	negative
nadeo	positive
rafael buruk banget maninya	negative
kerenn habis mainnya timnas arhan ganti pattynama wals struick ganti sananta mantep	neutral
rafael sananta	positive
rafael panikan anjerrr	neutral
sekian bnyk pemain indonesia terpilih pemain ajaapa karna jam terbang pemain udah bnyk jdi udah butuh pemain indonesia	negative
ayo garuda	positive
okay berjuang mudah comeback tertidur tampil asia sulit permulaan puncak semangat fokus next match	neutral
kalah irak	negative
ahahahahahahahahhaahahhahahhahahahahahahhaah	positive
indonesia cocok napa maksa efektif coach shin	positive
babak kembalikan semangattt	negative
wasit wasit liga haha	negative
ijonk bahasanya yaampun	negative
elkan baggot pemain irak gangguan pa msh muda blum mateng	negative
kaptennya pasing	positive
mental cemen blok	negative
gapapa kalah piala asia kali bkn rezeki percayalah piala asia pemain berusia memasuki usia emas gantian mendominasi piala asia	positive
sananta mainkan	positive
main bola gimana	negative
receh lo lihat pas sblm goal sdh posisi offside wasitnya gazekalau wasit niup peruit mh goal k	negative
ganti struick oppa mending sananta visi bermainnya	positive
sandy dibutuhin sm klub drpda sm kuch kesayangan	neutral
var merda	neutral
akun privat maido kyok kon isok isok ae tel gatell	neutral
hahahahaha	negative
hahahahaha	negative
linoi	positive
peningkatan anj pelatih minim taktik pemain tenang presing langsung panik pasing pasing pemain bintang gocak gocek naturalisasi loyo bedanya pemain liga taktik mentok hadehhh gimana mo maju kalo kalo masuk piala asia aja bersukur	negative
arhan bagus kasih crossing asnawi nonton doang press pemain	neutral
nyembelih anjingnya	negative
offside goal iran	neutral
sii	positive
asli dah pemain indonesia butuh latihan passing	neutral
fr tolol	negative
mendadak pelatih sattt	neutral
refree gajelas anj	negative
semangat indonesiakuu	positive
rafael ra masok blassss	negative
kalah dewangga	positive
asnawi kaya buta map ngikutin garis bek belalang mulu	negative
minimal mainkan sananta lahstrekee ngotot ktmbang si struik	positive
admin marcelino pencetak goal termuda piala asia kemaren kualifikasi pencetak goal termuda	neutral
struick bench	positive
aadin sundulan offside	neutral
ivar lini tgh auto kocar kacir	neutral
beruntung irak bermain buruk smnagt pejuang timnasku	positive
berani presing pemain indonesia ngotot jordi blunder mulu contoh goal irak blunder	negative
mending gaya ngegolin bang bacot doang	negative
asli linglung	negative
lesgoooo garuda babak allah allah nontonnya	positive
next sandy shayne wajib starter	neutral
komennya jaga guyss berjuang semaksiamal indonesia kritik mbok	positive
yakob rafael	positive
nii kwkwk	negative
babak barud klarifikasi kali jdi protes taulah nunggu	negative
kelas piala askab rejang lebong gar	neutral
ayo bangkit babak	positive
kebanyakan nahan bola admin yauwis atuh admin sabar bae berharap perubahan dibabak tetep dukung pemain	positive
timnas butuh haaland sbg predator lini	neutral
var e goblok	neutral
okenzo dunia	negative
fix salah line maksain main pakai bek hasilnya hancur kreativitas main bek inget coach bek sayap kiri kanan marcelo dani alves	negative
tolong jordi rafael struick ganti kaya tenang mainnya	neutral
bang disuruh gantiin struick	neutral
offside goal iraq gunanya var	neutral
ayo indonesia	negative
ayo garuda	positive
wp nyundulnya pakai rambut doank wasit offside wkwkw	negative
semangat garudaku	positive
minimal kalo naturalisasi lihat permainnannya asalan	negative
mainnya lumayan bagus asa menyamakan kedudukan goal haram iraq	positive
pertahanan jelek indonesia	negative
anehh emangg	negative
tulung pemain asing kayak tenaga lemes senggol dikit jatuhh	negative
orang indonesia	negative
berjuang garuda bersamamu terima kasih berjuang lambang dada	positive
aji amin	positive
wasit kena amplop kelakuannya	negative
keren usia muda perlahan permainan bagus sepak bola indonesia konsisten	positive
asnawi marklok dimas dandy tolong jngn bawa timnas layak	neutral
yukkk leg semangat garudaku	neutral
struick loyo maennya kya penyakit ajalawak badan loyo dipake main bola	negative
makassar wayaaaww	positive
kesalahan sty memasukkan witan menggantikan witan sandy walsh masuk witan	neutral
struick asli loyo lemes bnr maennya bikin ngilangin tempo permainan pdhl bagus tdi peluangnyangpasing delay trs jdi kecuri kn bolanya	negative
kesel hate aing mah gusti	negative
yuuu comeback	positive
bang offiside	negative
realita ranking terbawah afc netizen indonesia ekspetasinya kyk indonesia rank teratas afc pasa ngehujat mending bantu motivasi pemain ngedukung mending tangan diem pda dipake ngehujat negara dihujat sdmnya yukkk	negative
witan main kaya mencrett	positive
ampas	negative
akun asli bales pernyataan bre anti kritik banget kocak	neutral
terimakasih garuda muda	positive
bkn wasit var ngecek gmn njir keliatan segitu	negative
asnawi menit ngapain anjingg asnawi kapten ter goblokk dunia passing salah mulu duel bola kalah bener gunanya	negative
sananta main	positive
coash sosmed perkiraan gor iraq sah opsait	neutral
ofsedddd prittttttt	negative
kebobolan bro td offside	negative
kesel lihat	negative
main eweh perubahan	negative
tolong pendukung timnas kritik pertandingan babak kesatu pertandingan pesimis laga pembuka	neutral
negara asia tenggara sekuat asia lainya afc negara asia tenggara perlahan lahan menunjukan perkembanganya	neutral
sty ganti pemain	negative
harrss offside	negative
nunggu kualifikasi pildun ntar mah maennya gimana ngeliat sty milih komposisi pemainnya hancur cok anak emaskan	negative
yakob	positive
semangat timnas	positive
offside	negative
murni striker bang sayap produktif sebenernya	positive
andai couch melatih timnas indonesia berubah	neutral
berat nurunin sandy	neutral
asnawi	negative
udah kendala butuh striker kuat lindungin bola jdi pemain buka ruang cari peluang striker skrng jdi posisi pr kdepan	neutral
ribut ajig offside cooook	negative
seri ayo garudaku	neutral
ayo bangkit garuda seri lawan nguyen wajib menang	neutral
offside goal	negative
gok irak hrs diprotes pssi udah jlas sblmnya bola umpan silang brhasil diblok ernandoposisi pemain irak offsidesgt skli	negative
struick letoy amad anak mama	positive
marselino keliatan banget kosong striker aduh	negative
asnawi titik lemah timnas lewati pemain irak serangan irak pling sisi kanan timnas	neutral
reno netijen kayak gini bikin maju	negative
bagus jelek netizen indonesia asa	negative
boaz kalo dah behh obat bang	negative
duh ampun dah maennya grasak grusuk	negative
offlside goal woiii	negative
main gini masuk pildun wkwkw	negative
emang mainnendang bola syukur kli	positive
pantek wasit nama akun wasitnya dah carik emang dah kena pala	negative
tolong komentar selesai main	neutral
terima fakta kalo asnawi habis cukk	negative
marceng dikasih postingan goal	negative
berbenah	negative
wara gratis langganan	neutral
kritik timnas coba main sono bukanya dukung hujat kocak	negative
coba main bang untung bayar goal	positive
cheuuuk	positive
bgus maennya cmn sayuri	positive
masuk grup telegram link	neutral
jujur main indonesia berubah drastis uji coba kmaren permainan berkembang bagus pengalaman kematangan pemain kalah level banding iraq lawan vietnam wajib poin	positive
offside bro goal umpan silang offside	neutral
kakean cangkem raimu iku pendukung karbitan bolo towel ae	negative
wasit pekok offside biarin tambahan udah	negative
wita giring bola umpan umpan main operan nunggu individu biar sorot gimana	neutral
live kk biar bsa lihat	neutral
gobloookk nyuruh orang main	negative
uh	negative
gini cewe	negative
komen gini merusak	negative
trio macan masuk matiin tv	negative
dendi	positive
p	positive
lihat lineupnya bek gimna nyerang	neutral
besok starting line gini terussssanak kesayangan dicadangin	negative
pemain jatuh kena kaki mnjdi umpan nyundul nyundul sblm udah posisi offside	negative
terserah bilang faktanya pemilihan pemain pengganti sty tolong carikan pelatih kualitas diatas ganti	neutral
cari kesalahan orang makan bro nitizen	negative
next match danu karo bagong pasar wae duet ne bek	neutral
mangkok layak senior	negative
asnawi ganti sandy bang kelabakan mulu sisi kanan	negative
ijonk awakmu yo due cokngopo umbarne jeneng barange lanang risih rasane	negative
indonesia kalah	negative
unknownx tetep goal keputusan wasitnya	negative
bener maej pas ujicoba kayak bingung	negative
coach shin like lino linooooo smgt²	positive
kena pala bang	positive
